"no";"title";"descr";"year";"imgLink";"genre"
269;"네 멋대로 해라";"영화 속의 갱으로 등장하는 험프리 보가트를 선망하는 좀도둑 미셸 푸가드는 차를 훔쳐 달리다가 무의식적으로 차안에 있던 총으로 경관을 죽이고 쫓기는 몸이 된다. 그러던 중 어느 모델의 지갑을 훔치다가 니스에서 만난 적이 있는 미국에서 유학 온 패트리샤를 다시 보게 되고 함께 도망 갈 것을 제의한다. 그녀의 작은 아파트에서 며칠을 함께 지내면서 그들은 책에 대해서, 죽음에 대해서 얘기를 나누며 즐거운 시간을 보낸다. 그리고 절도, 강도 행각을 벌이면서 그녀에게 정중하고, 삶과 죽음에 대해 두려워하지 않는 그에게 패트리샤도 매력을 느낀다.  그러나 패트리샤는 미셸을 사랑하는지 확신할 수가 없다. 그의 아이를 임신했지만 결국 그를 사랑하지 않은 패트리샤는 경관 살해범으로 지명 수배된 그에게 더 이상 머물 수 없음을 알고 경찰에 신고하는데 그는 두렵지 않다고 말하면서 머문다. 결국 미셸은 거리에서 경찰의 총에 쓰러진다. 그를 둘러싼 사람들 가운데에서 파트리시아를 알아 본 그는 죽어가면서 무표정하게 그녀에게 욕을 하지만 그녀는 알아듣지 못하고서는 험프리 보가트가 그랬듯이 죽은 그의 아랫 입술에 손가락을 문지른다. 그녀에게 욕한 말은 사랑의 표현일런지도 모른다. ""너는 정말 음탕한 여자야"".";"1960-03-16";"https://image.tmdb.org/t/p/original/1WyeqBB0ndbZ9jPkKEPf91VraCk.jpg";"[18,80]"
272;"배트맨 비긴즈";"브루스 웨인은 어린 시절, 부모님이 길거리에서 피살되는 것을 눈 앞에서 지켜본 후 죄의식과 분노로 늘 고통 받는다. 복수의 욕망과 부모님의 가르침 사이에서 갈등하던 그는 악을 물리칠 방법을 터득하기 위해 고담시를 떠나 홀로 세상을 유랑하던 중 듀커드라는 수수께끼의 인물을 만나 가름침을 받고, 듀커드는 브루스에게 어둠의 사도들에 가입하라는 제안을 한다. 듀커드가 속해있는 어둠의 사도들은 라스 알 굴이 이끄는 범죄 소탕 조직. 그러나 브루스는 눈에는 눈, 이에는 이라는 강경책으로 응징하는 이들의 방법이 자신과는 맞지 않음을 깨닫고 고담시로 돌아온다.";"2005-06-10";"https://image.tmdb.org/t/p/original/sb3V2fPhNDRRUvHJW4pQaeHbDxm.jpg";"[28,80,18]"
275;"파고";"한적한 시골도시 파고. 빚에 쪼들린 자동차 세일즈맨 제리(윌리엄 H. 머시)는 아내를 유괴하여 돈 많은 장인으로부터 몸값을 받아 빚을 정리할 계획을 세운다. 납치를 위해 고용된 동네 불량배 칼(스티브 부세미)과 게어(피터 스토메어)는 몸값 8만 달러를 반씩 나누기로 합의한다. 제리의 아내를 납치하여 은신처로 가던 범인들은 뜻밖에 고속도로에서 검문당하게 되고, 당황한 게어가 경찰관을 쏜다. 게다가 살인현장을 목격한 지나가던 사람을 쫓아가 그들도 죽인다. 만삭이 된 경찰서장 마지(프랜시스 맥도먼드)가 이 살인사건을 담당하고, 마침내 제리의 사무실까지 찾아오게 되는데...";"1996-03-08";"https://image.tmdb.org/t/p/original/n2FgrPZwQaQXj4rcG8TyosGDyqo.jpg";"[80,18,53]"
277;"언더월드";"우리가 모르는 수 백년동안 인간 사회의 저편에서는 두 종족간에 세력다툼이 한창이다. 귀족적이고 세련된 뱀파이어와 거칠고 야생적인 라이칸(늑대인간), 이들은 하나의 종족이 살아남을 때까지 끊임없는 암흑의 전쟁을 치르고 있다.  늑대인간을 사냥해 온 아름다운 뱀파이어 여전사 '셀린느'(케이트 베킨세일)는 어느날 '마이클'(스캇 피드만)이란 인간이 라이칸에게 쫓기고 있음을 알고 지하철에서 총격전을 벌이게 된다. 싸움도중 마이클은 라이칸의 지배자인 루시안에게 어깨를 물리게 되고 그 뒤로부터 이상한 환상에 시달리게 된다.  늑대인간의 바이러스를 지닌 마이클의 피를 라이칸이 수혈하면 막강한 힘을 가지게 된다는 사실을 알게 된 셀린느는 뱀파이어의 권력자 크라벤에게 말하지만 오히려 그녀의 말을 일축하고 만다. 불길한 예감을 떨치지 못한 셀린느는 어둠의 지배자 '빅터'를 불러내고, 사건은 더욱 커져 오히려 두 종족으로부터 쫓기게 되는데.... 그녀는 과연 어느 편에 설 것인가?";"2003-09-19";"https://image.tmdb.org/t/p/original/tT6WgpyDEc68jPuX6yI32QN4TLo.jpg";"[14,28,53]"
278;"쇼생크 탈출";"촉망받는 은행 간부 앤디 듀프레인은 아내와 그녀의 정부를 살해했다는 누명을 쓴다. 주변의 증언과 살해 현장의 그럴듯한 증거들로 그는 종신형을 선고받고 악질범들만 수용한다는 지옥같은 교도소 쇼생크로 향한다. 인간 말종 쓰레기들만 모인 그곳에서 그는 이루 말할 수 없는 억압과 짐승보다 못한 취급을 당한다. 그러던 어느 날, 간수의 세금을 면제받게 해 준 덕분에 그는 일약 교도소의 비공식 회계사로 일하게 된다. 그 와중에 교도소 소장은 죄수들을 이리저리 부리면서 검은 돈을 긁어 모으고 앤디는 이 돈을 세탁하여 불려주면서 그의 돈을 관리하는데...";"1994-09-23";"https://image.tmdb.org/t/p/original/oAt6OtpwYCdJI76AVtVKW1eorYx.jpg";"[18,80]"
279;"아마데우스";"1823년 눈보라치는 밤, 한 노인이 자살을 시도하다 실패하고 신부에게 자신의 죄를 고백한다. 비엔나 왕실의 궁정음악가 살리에리(F.머레이 아브라함)는 새롭게 떠오르는 천재 작곡가 모짜르트(톰 헐스)의 소문을 듣고 그의 천재성을 확인하려 한다. 모짜르트가 그의 약혼녀를 범하고 오만하고 방탕한 생활을 거듭하자 그러한 모짜르트에게 천재성을 부여한 신을 저주하고 그를 증오하기 시작한다. 한편 빈곤과 병마로 시달리던 모짜르트는 자신이 존경하던 아버지의 죽음에 커다란 충격을 받고 자책감에 시달린다. 살리에르는 이를 이용해 모짜르트가 아버지의 환상에 시달리도록 하면서 진혼곡의 작곡을 부탁하는데...";"1984-09-19";"https://image.tmdb.org/t/p/original/r7iKeLpYfQNYpyJhCEZDYfjO69D.jpg";"[36,10402,18]"
280;"터미네이터 2: 심판의 날";"미래, 인류와 기계의 전쟁은 계속 되는 가운데 스카이넷은 인류 저항군 사령관 존 코너를 없애기 위해 액체 금속형 로봇인 T-1000(로버트 패트릭)을 과거의 어린 존 코너에게로 보낸다. 형태의 변신과 자가 치유까지 가능한 T-1000에 대항하고 존 코너를 지키기 위해 인류 저항군은 T-101(아놀드 슈왈제네거)을 과거로 급파한다. 미래의 인류 운명을 쥔 어린 존 코너, 그를 구해내지 않으면 인류의 미래는 없다. 반드시 제거해야 하는 스카이넷의 T-1000은 거침없이 존 코너 일행을 위협하며 숨가쁜 추격을 시작하는데...";"1991-07-03";"https://image.tmdb.org/t/p/original/nDVUiEqoeXaDQuM81KkUVNviYIm.jpg";"[28,53,878]"
284;"아파트 열쇠를 빌려드립니다";"버드(잭 레몬 분)는 소심하지만 성실하고 착한 뉴욕의 종합보험회사 직원이다. 독신인 그는 시내에 조용한 아파트를 얻어서 살고 있는데, 본의 아니게 회사 임원들을 상대로 그 아파트를 빌려주게 된다. 그로 인해 생활에 피해가 많지만, 원래 소심한 성격에다가 상대가 모두 상당한 영향력을 가지고 있는 사람들이라, 회유와 협박에 번번히 집을 내줄 수 밖에 없다.  한편, 그는 엘리베이터 걸인 프랜(셜리 매클레인 분)에게 은근히 마음을 두고 있고, 프랜도 그에게 상당히 호의적이다. 아파트를 빌리는 임원들의 도움으로 그는 승진 후보에 오르고, 인사권자인 쉘드레이크 전무를 만나는데, 뜻밖에도 쉘드레이크 전무는 그의 비밀을 다 알고 있었고, 전무는 그것을 약점으로 잡아서 자기도 버드의 방을 빌린다. 버드는 방을 빌려주는 대가로 받은 뮤지컬 티켓으로 프랜에게 데이트 신청을 하지만 바람만 맞고 만다. 회사의 크리스마스 파티에서 프랜과 화해할 기회가 생겼지만, 우연히 쉘드레이크가 자기 아파트로 데려오는 여자가 프랜이라는 사실을 알고는 다시 그녀로부터 멀어진다. 그런데 쉘드레이크의 변심으로 상심한 프랜이 크리스마스이브에 버드의 아파트에서 약을 먹고 자살을 기도하는데, 마침 버드가 들어와서 생명을 구해준다. 이 일로 버드는 온갖 오해와 질시를 받지만, 쉘드레이크와 프랜을 위해서 자기 혼자 모든 모욕을 참으며, 그 와중에 자기가 진정으로 프랜을 사랑하고 있음을 깨닫는다.  회사로 첫 출근 한 날 아침 그녀와 헤어지려는 전무에게 이 사실을 고백하려고 가는데, 공교롭게도, 전무는 프랜과의 외도가 들통나 집에서 쫓겨나왔다. 다시 프랜을 포기한 버드는 제야의 밤을 프랜과 지내기 위해서 아파트를 빌려 달라는 쉘트레이크의 청을 거절하고 직장을 그만둔다. 집으로 돌아온 버드는 아무 계획없이 짐을 싸는데, 이 얘기를 쉘드레이크로부터 전해들은 프랜은 진정 자기를 사랑하는 사람이 누구인지를 깨닫고, 버드에게로 달려와 두 사람은 제야의 밤에 카드 게임을 한다.";"1960-06-21";"https://image.tmdb.org/t/p/original/tIZN5Lpd8MWFKHXDRIXTjlSA22L.jpg";"[35,18,10749]"
285;"캐리비안의 해적: 세상의 끝에서";"윌 터너와 엘리자베스 스완, 바르보사 선장은 바다괴물 크라켄에 잡아먹힌 잭 스패로우를 구하는 데 도움을 얻기 위해 싱가포르의 해적 사오펭을 찾아간다. 이들은 잭 스패로우가 있어야만 해적연맹의 아홉 영주를 모아 연합함대를 구성할 수 있고, 해적 소탕에 쌍심지를 켠 동인도회사에 맞설 수 있다. 동인도회사의 커틀러 베켓 경은 유령선 플라잉 더치맨과 그 선장 데비 존스를 수하에 거느리게 된 터. 이 힘이 막강해서, 해적 연합함대는 다시 바다의 여신 칼립소에게 도움을 요청하기로 한다.";"2007-05-19";"https://image.tmdb.org/t/p/original/bTotG6tZERQqfKr2TDjwdjW8It4.jpg";"[12,14,28]"
288;"하이 눈";"1870년 서부의 작은 마을 헤이드리빌의 어느 일요일 아침, 세 명의 무법자들이 마을 역에서 서성거리며 시계를 본다. 이들의 보스 프랭크 밀러(이안 맥도날드 분)가 탄 기차가 12시 정오에 도착하는 것을 기다리고 있는 것이다. 공교롭게 이날은 헤이들리빌 마을의 보안관 윌 케인(게리 쿠퍼 분)은 이제 5년 임기의 보안관직을 은퇴하여 아름다운 신부 에이미(그레이스 켈리 분)와 결혼식을 올리고 마을을 떠나려하는 날인데, 바로 5년 전 그에게 체포되어 투옥된 밀러가 복수를 하러오고 있는 중인 것. 이미 보안관직을 사임한 윌에게 더 이상의 책임은 없지만, 그는 밀러가 마을에 큰 피해를 줄 것을 알기에 고뇌에 빠지는데.";"1952-06-09";"https://image.tmdb.org/t/p/original/qETSMQ4IXBSAS409Z9OL0ppXWTW.jpg";"[37,53]"
289;"카사블랑카";"2차 대전으로 어수선한 프랑스령 모로코, 미국인인 릭(험프리 보가트)은 암시장과 도박이 판치는 카사블랑카에서 카페를 운영하고 있다. 어느 날 미국으로 가기 위해 비자를 기다리는 피난민들 틈에 섞여 레지스탕스 리더인 라즐로(폴 헨라이드)와 아내 일자(잉그리드 버그만)이 릭의 카페를 찾는다. 일자는 릭의 옛 연인이었다. 라즐로는 릭에게 미국으로 갈 수 있는 통행증을 부탁하지만 아직도 일자를 잊지 못하는 릭은 선뜻 라즐로의 청을 들어주지 못한다. 경찰서장 르노와 독일군 소령 스트라세는 라즐로를 쫓아 릭의 카페를 찾고, 결국 릭은 라즐로와 함께 일자를 떠나보내는데...";"1942-11-26";"https://image.tmdb.org/t/p/original/dmNGrta7sXk7AXkGAynZmev2CN3.jpg";"[18,10749]"
293;"흐르는 강물처럼";"1900년대 초, 스코틀랜드 출신 장교인 장로교 목사 리버런드 맥클레인(톰 스커릿)은 아들 노만(크레이그 쉐퍼)과 폴(브래드 피트), 부인(브렌다 브레딘)과 함께 강가의 교회에서 살면서 낚시를 종교와 같은 정도로 소중하게 생각하고 즐긴다. 장성한 맏아들 노만은 동부 대학에 들어가 문학을 공부하고 동생 폴은 고향에서 신문기자로 활동하며 낚시를 인생의 최고 목표처럼 여기면서 산다. 공부를 하고 돌아온 노만 앞에서 보이는 폴의 낚시 솜씨는 예술의 경지에까지 도달해 있었다. 고향에 돌아온 기쁨과 동생에 대한 경쟁심을 동시에 느끼던 노만은 사랑이라는 또다른 경험을 하게 되는데...";"1992-10-09";"https://image.tmdb.org/t/p/original/qIgpLIOEKXkxgKE4gycJ0sJPCnS.jpg";"[18,10751]"
296;"터미네이터 3: 라이즈 오브 더 머신";"10여 년 전 미래로부터 파견된 강력한 T-1000의 살해 위협에서 벗어난 미래의 인류저항군 지도자 존 코너는 엄마인 사라 코너가 죽은 뒤 집과 신용카드, 핸드폰, 직업 등 모든 것을 버리고 은둔의 길을 택해 다가올 위협에 준비하며 홀로 살아가고 있다. 자신에 대한 모든 기록을 지워버리고 사는 것만이 스카이넷의 추적을 피하기 위한 유일한 방법이었기 때문. 기계들의 반란을 이끌어 인류를 멸망시키려 했던 고도로 발달된 네트워크 스카이넷의 목표는 미래 인간들의 지도자가 될 존 코너가 성장하기 전에 그를 암살해 기계들이 세상을 지배하는 날을 맞이하는 것인데...";"2003-07-02";"https://image.tmdb.org/t/p/original/vMUkXtSRkYWpmryuiuzOjpc1pJz.jpg";"[28,53,878]"
297;"조 블랙의 사랑";"윌리암 패리쉬는 65세 생일을 앞둔 어느날, '예(YES)'라는 꿈결같은 울림소리에 잠을 깬다. 그는 사업에 성공을 거두었고 화려한 저택에서 두 딸과 안정된 가정생활을 누리고 있었다. 큰딸이 아버지 빌의 성대한 생일파티를 준비하는 동안 빌은 그의 오른팔이자 둘째딸 수잔의 남자 친구인 드류를 시켜 네트워크 회사 합병을 고려하고 있었다. 레지던트인 수잔은 커피숍에서 낯선 남자를 만나게 되는데 그들은 첫눈에 서로에게 호감을 느끼게 되고 많은 대화를 나눈다. 그들은 아쉬움을 남기며 이름조차 묻지 않은 채 헤어진다. 망설이며 걸음을 재촉하지 못하던 남자는 횡단보도에서 교통사고를 당해 죽음을 맞는다.  한편, 빌에게 잠자리에서 들었던 목소리의 주인공이 수잔이 커피숍에서 만났던 남자의 몸을 빌어 나타났다. 그는 자신이 저승사자이고 빌을 데려가기 위해 나타났다고 했다. 그러나 그 저승사자는 이 남자의 몸을 빌려 당분간 빌의 집에서 생활하기를 원했고 조 블랙이라는 이름으로 빌의 집에서 인간으로 환생하여 생활한다. 아버지의 집에서 조를 만난 수잔은 깜짝 놀랐으나 곧 그에게 사랑을 느끼고 조 역시 그녀에게 끌리게 된다. 저승사자의 부름에 인생을 정리하던 빌은 회사 합병을 하지 않기로 하고 이사회에 그의 뜻을 밝히지만 그의 오른팔 드류는 야심에 불타 이사회를 조종해 빌을 해고하도록 종용한다. 빌의 딸 수잔과 사랑에 빠진 조 블랙에게 빌은 불같이 화를 내고 수잔에게 조를 멀리하라고 얘기하지만 이미 둘의 사랑은 깊어진 후였다. 조가 떠날 것이라는 것을 안 수잔은 자신을 데려가 달라고 부탁하고 조도 수잔을 깊이 사랑하여 빌과 함께 그녀를 데려가려 한다.";"1998-11-12";"https://image.tmdb.org/t/p/original/vtIVq2x8pvVVafOFMQLxWv8WwY3.jpg";"[14,18,10749]"
